Name,CID,PM,SMILES,L.Trp,L.Tyr,L.Pro,Anthranilate,L.Lys,L.Arg,Indole.3,GGPP,L.Ala,L.Asp,Secologanin,L.Phe,IPP,L.His,Cholesterol
"""Prochaetoglobosin I""",C00043849,5,C1(C2(C3(C(C(=C1C([H])([H])[H])[H])(C(=C(C(C(C(=C(C(C(C(=C(C3=O)[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])C(N(C2(C(C=4C5=C(N(C4[H])[H])C(=C(C(=C5[H])[H])[H])[H])([H])[H])[H])[H])=O)[H])(C([H])([H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Prochaetoglobosin IV""",C00051821,5,C12(C(C(C3(C4(C1(C(=C(CC(C(=C(CCC(=C(C4=O)[H])[H])C)[H])C)[H])[H])[H])C(N(C3CC=5C=6C(N(C5)[H])=CC=CC6)[H])=O)[H])C)(O2)C)[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""20-Dihydrochaetoglobosin A""",C00051797,5,C1=CC=C2C(=C1)C(=CN2)CC3C4(C5(C(C(=C(C(C(C(=C(C(CC(=C(C5(C6(C(C4C)(C)O6)[H])[H])[H])[H])C)[H])C)O)O)[H])[H])=O)C(N3[H])=O)[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Cytoglobosin D""",C00051811,5,C12(C3(C(C=C(C1C)C)(C(=C(CC(C(=C(C(C(C(=C(C3=O)[H])[H])O)O)C)[H])C)[H])[H])[H])C(=O)N(C2CC=4C=5C(N(C4)[H])=CC=CC5)[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Chaetoglobosin J""",C00011314,5,C1(=C2C(=C(C(=C1[H])[H])[H])C(=C(N2[H])[H])C(C3(N(C(C45C(C(=C(C(C(C(=C(C(C(C(=C(C4(C(=C(C(C53[H])(C([H])([H])[H])[H])C([H])([H])[H])[H])[H])[H])[H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])(O[H])[H])=O)[H])[H])=O)=O)[H])[H])([H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Chaetoglobosin A""",C00011307,5,C1(=C2C(=C(C(=C1[H])[H])[H])C(=C(N2[H])[H])C(C3(N(C(C45C(C(=C(C(C(C(=C(C(C(C(=C(C4(C6(C(C(C53[H])(C([H])([H])[H])[H])(O6)C([H])([H])[H])[H])[H])[H])[H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])(O[H])[H])=O)[H])[H])=O)=O)[H])[H])([H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""1-Acetyl-3-carboxy-tetrahydro-beta-carboline""",C00051971,6,C12=C(C=CC=C1)C3=C(N2)C(NC(C3)C(=O)O)C(=O)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""1-Acetyl-3-carboxy-beta-carboline""",C00051796,6,C12=CC=CC=C1C=3C(N2[H])=C(N=C(C3)C(=O)O[H])C(=O)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Marinacarboline A""",C00051816,6,C1=2C=3C(NC1=CC=CC2)=C(N=C(C3)C(=O)NCCC4=CC=C(C=C4)OC)C(=O)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Marinacarboline B""",C00051817,6,C1=2C=3C(NC1=CC=CC2)=C(N=C(C3)C(NCCC4=CC=C(C=C4)O)=O)C(=O)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Marinacarboline C""",C00051818,6,C=12C(=CC(=NC1C(=O)C)C(=O)NCCC3=CC=CC=C3)C=4C(N2)=CC=CC4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Marinacarboline D""",C00051819,6,C1=2C=3C(NC1=CC=CC2)=C(N=C(C3)C(=O)NCCC4=CNC=5C4=CC=CC5)C(=O)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""1-Acetyl-beta-carboline""",C00029415,6,C12=C(C3=C(N1[H])C(=NC(=C3[H])[H])C(C([H])([H])[H])=O)C(=C(C(=C2[H])[H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""1-Acetyl-3-carboxy-3,4-dihydro-beta-carboline""",C00051970,6,C12=C(C=CC=C1)C3=C(N2)C(=NC(C3)C(=O)O)C(=O)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""1-Acetyl-3-hydroxy-beta-carboline""",C00051972,6,C12=C(C=CC=C1)C3=C(N2)C(=NC(=C3)C(=O)O)C(=O)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Tryptamine;beta-(3-Indolyl)ethylamine""",C00001434,6,C1(=C(C(=C2C(=C1[H])C(=C(N2[H])[H])C(C(N([H])[H])([H])[H])([H])[H])[H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Dihydro-beta-carboline""",C00051813,6,C=12C3=C(NC1C(=NCC2)C)C=CC=C3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Elaeagnine""",C00051815,6,C1=2C(C3=C(N1)C(NCC3)C)=CC=CC2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Harman""",C00001736,6,C=12C3=C(N(C1C(=NC(=C2[H])[H])C([H])([H])[H])[H])C(=C(C(=C3[H])[H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Harmaline""",C00001735,6,C=12C3=C(N(C1C(=NC(C2([H])[H])([H])[H])C([H])([H])[H])[H])C(=C(C(=C3[H])[H])OC([H])([H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Harmine""",C00001737,6,C=12C3=C(N(C1C(=NC(=C2[H])[H])C([H])([H])[H])[H])C(=C(C(=C3[H])[H])OC([H])([H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Tetrahydroharmine""",C00001774,6,C=12C3=C(N(C1C(N(C(C2([H])[H])([H])[H])[H])([H])C([H])([H])[H])[H])C(=C(C(=C3[H])[H])OC([H])([H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""7-Dimethylallyl-L-Tryptophan""",C00051801,7,C1=CC=C2C(=C1)C(=CN2C(C)(C)C=C)CC(N)C(=O)O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Cyclo-acetoacetyl-L-Tryptophan""",C00051810,8,C1=2C(NC=C1CC3NC(C(=C3O)C(=O)C)=O)=CC=CC2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""beta-Cyclopiazonic acid""",C00051803,8,C=1(C=CC=C2C1C(=CN2)CC3C(=C(C(N3[H])=O)C(=O)C)O)CC=C(C)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""alpha-Cyclopiazonic acid""",C00051802,8,C=12C=3C4(C(CC1C=CC=C2N(C3)[H])(C(N5C4(C(=C(C5=O)C(C)=O)O)[H])(C)C)[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Quinoxaline-2-carboxylic acid""",C00051823,9,C1(=CN=C2C(=N1)C=CC=C2)C(O)=O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Triostin A""",C00018695,9,C12=C(N=C(C(=N1)[H])C(=O)N(C3(C(N(C(C(N(C4(C(N(C(C(OC(C(C(N(C(C(N(C(C(N(C(C(OC3([H])[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])=O)(C(SSC4([H])[H])([H])[H])[H])C([H])([H])[H])=O)(C([H])([H])[H])[H])[H])=O)(N(C(=O)C5=NC6=C(N=C5[H])C(=C(C(=C6[H])[H])[H])[H])[H])[H])([H])[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])=O)[H])C([H])([H])[H])=O)(C([H])([H])[H])[H])[H])=O)[H])[H])C(=C(C(=C2[H])[H])[H])[H],1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Echinomycin""",C00051814,9,C1(C(N(C(C2C(SCC(N(C(C(NC(=O)C(NC(=O)C=3C=NC=4C(N3)=CC=CC4)CO1)C)=O)C)C(=O)N(C(C(OCC(C(NC(C(N2C)=O)C)=O)NC(=O)C5=NC=6C(N=C5)=CC=CC6)=O)C(C)C)C)SC)=O)C)C(C)C)=O,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Histidyl-tryptophanyl-diketopiperazine;HTD""",C00051825,10,C1=CC=C2C(=C1)C(=CN2)CC3C(NC(C(N3)=O)CC=4NC=NC4)=O,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Roquefortine C""",C00011251,10,C1(=C2C(=C(C(=C1[H])[H])[H])C3(C(N2[H])(N4C(C3([H])[H])(C(N(C(C4=O)=C(C=5N(C(=NC5[H])[H])[H])[H])[H])=O)[H])[H])C(C(=C([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Meleagrin""",C00024790,10,C1(C(=C(C2(C3(N1C(C(N3[H])=O)=C(C4=C(N=C(N4[H])[H])[H])[H])N(C5=C2C(=C(C(=C5[H])[H])[H])[H])OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])[H])O[H])=O,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Cyclo-(Trp-His)""",C00051997,10,C12=C(C=CC=C1)C(=CN2)CC3NC(C(NC3=O)CC=4N=CNC4)=O,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Roquefortine D""",C00028944,10,C12=C(N(C3(C1(C(C4(N3C(C(N(C4=O)[H])(C(C=5N(C(=NC5[H])[H])[H])([H])[H])[H])=O)[H])([H])[H])C(C(=C([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])C(=C(C(=C2[H])[H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Roquefortine L""",C00052022,10,C12=C(C=CC=C1)C3(C(=[N+]2[O-])N4C(C3)C(NC(C4=O)=CC=5N=CNC5)=O)C(C)(C)C=C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Glandicoline B""",C00052003,10,C123C(C=C(C(N1C(C(N2)=O)=CC4=CN=CN4)=O)O)(C=5C(N3O)=CC=CC5)C(C)(C=C)C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Roquefortine F""",C00052021,10,C12=C(C=CC=C1)C3(C(N2OC)N4C(C3)C(NC(C4=O)=CC=5N=CNC5)=O)C(C)(C)C=C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Neooxaline;Neoxaline""",C00011265,10,C1(=C2C(=C(C(=C1[H])[H])[H])C3(C4(N2OC([H])([H])[H])N(C(C(C3([H])[H])(O[H])[H])=O)C(C(N4[H])=O)=C(C5=C(N(C(=N5)[H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])[H],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Roquefortine M""",C00052023,10,C12=C(C=CC=C1)C(C(N2O)=O)(CC3NC(C(NC3=O)=CC=4N=CNC4)=O)C(C)(C)C=C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Roquefortine N""",C00052024,10,C12=C(C=CC=C1)C(C(N2O)=O)(CC(N)C(NC(C(=O)O)=CC=3N=CNC3)=O)C(C)(C)C=C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"""Dihydroxyphenylalanine;DOPA""",C00051833,11,C=1(C(=CC=C(C1)CC(N)C(=O)O)O)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Tyramine""",C00001435,11,C1(=C(C(=C(C(=C1O[H])[H])[H])C(C(N([H])[H])([H])[H])([H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Hordenine""",C00001417,11,C1(=C(C(=C(C(=C1O[H])[H])[H])C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Dopamine""",C00001408,11,C1(=C(C(=C(C(=C1O[H])[H])C(C(N([H])[H])([H])[H])([H])[H])[H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Noradrenaline""",C00001424,11,C1(=C(C(=C(C(=C1O[H])O[H])[H])C(C(N([H])[H])([H])[H])([H])O[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Adrenaline""",C00029643,11,C1(=C(C(=C(C(=C1[H])C(C(N(C([H])([H])[H])[H])([H])[H])(O[H])[H])[H])[H])O[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""4-Hydroxy-3-methoxyphenethylamine""",C00051978,11,C(C=1C=C(C(=CC1)O)OC)CN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Betalamic acid""",C00001582,11,C(=C1C(C(N(C(=C1[H])C(=O)O[H])[H])([H])C(=O)O[H])([H])[H])(C(=O)[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Betanidin-quinone""",C00051831,11,C=12C(=CC(C(C1)=O)=O)CC(N2C(=C(C=3CC(N=C(C3)C(=O)O)C(=O)O)[H])[H])C(=O)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Tyrosine-betaxanthin;Portulacaxanthin II""",C00001604,11,C1(=C(C(=C(C(=C1[H])C(C(N=C(C(=C2C(C(N(C(=C2[H])C(=O)O[H])[H])([H])C(=O)O[H])([H])[H])[H])[H])([H])C(=O)O[H])([H])[H])[H])[H])O[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""o-DOPA-quinone""",C00051838,11,C=1C(C(C=CC1CC(C(=O)O[H])N([H])[H])=O)=O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Leuko-DOPA-chrome;cyclo-DOPA""",C00051835,11,C=12C(=CC(=C(C1)O[H])O[H])CC(N2[H])C(O[H])=O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Leuko-DOPA-chrome-glucoside;Cyclo-DOPA-chrome-glucoside""",C00051836,11,C=1(C=CC2=C(C1)CC(C2)C(O)=O)OC3OC(C(C(C3O)O)O)CO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""DOPA-betaxanthin;Dopaxanthin""",C00001587,11,O(C1=C(C(=C(C(=C1[H])C(C(N=C(C(=C2C(C(N(C(=C2[H])C(=O)O[H])[H])(C(=O)O[H])[H])([H])[H])[H])[H])(C(=O)O[H])[H])([H])[H])[H])[H])O[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Dopaxanthin-quinone""",C00051834,11,C=1C(=CC(C(C1)=O)=O)CC(C(=O)O[H])N([H])C([H])=C([H])C=2CC(N=C(C2)C(=O)O[H])C(=O)O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Betanidin""",C00001583,11,C(=C1C(C(N(C(=C1[H])C(=O)O[H])[H])([H])C(=O)O[H])([H])[H])(C(=[N+]2C(C(C3=C2C(=C(C(=C3[H])O[H])O[H])[H])([H])[H])(C(=O)[O-])[H+])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Betanin""",C00001584,11,O(C1(C(C(C(OC1(OC2=C(C(=C3C(=C2[H])C(C([N+]3=C(C(=C4C(C(N(C(=C4[H])C(=O)O[H])[H])([H])C(=O)O[H])([H])[H])[H])[H])([H])C(=O)[O-])([H])[H])[H])O[H])[H])(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""4,5-seco-DOPA""",C00051980,11,C(=C(CC(N)C(=O)O)C=CO)C(=O)C(O)=O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Betacyanin""",C00051993,11,C1(C(C(C(OC1O)OC=2C(CC3=C(C2)CC([N+]3=CC=C4CC(NC(=C4)C(=O)O)C(O)=O)([H])C(=O)O)O)O)O)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""4,5-Dihydroxy-3-methoxyphenethylamine""",C00051979,11,C(C=1C=C(C(=C(C1)OC)O)O)CN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Mescaline""",C00001419,11,C1(=C(C(=C(C(=C1OC([H])([H])[H])OC([H])([H])[H])[H])C(C(N([H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""3,5-Dimethoxy-4-hydroxyphenethylamine""",C00051976,11,C1(=CC(=C(C(=C1)OC)O)OC)CCN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""3,4-Dimethoxy-5-hydroxyphenethylamine""",C00052027,11,C1(=C(C(=CC(=C1)CCN)O)OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""3,4,5-Trihydroxy-beta-phenyethylamine""",C00052028,11,C1(=C(C(=CC(=C1)CCN)O)O)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Anhalamine""",C00042228,11,C12=C(C(=C(C(=C1[H])OC([H])([H])[H])OC([H])([H])[H])O[H])C(N(C(C2([H])[H])([H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Anhalidine""",C00042229,11,C12=C(C(=C(C(=C1[H])OC([H])([H])[H])OC([H])([H])[H])O[H])C(N(C(C2([H])[H])([H])[H])C([H])([H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Anhalonidine""",C00042230,11,C12=C(C(=C(C(=C1[H])OC([H])([H])[H])OC([H])([H])[H])O[H])C(N(C(C2([H])[H])([H])[H])[H])(C([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Pellotine""",C00001901,11,C12=C(C(=C(C(=C1O[H])OC([H])([H])[H])OC([H])([H])[H])[H])C(C(N(C2(C([H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Autumnaline""",C00051829,11,C1=2C(C(N(CC1)C)CCC=3C=C(C(=C(C3)O[H])OC)OC)=CC(=C(C2)OC)O[H],0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"""P-Coumaraldehyde""",C00031014,11,C1(=C(C(=C(C(=C1[H])[H])O[H])[H])[H])C(=C(C([H])=O)[H])[H],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""(S)-Isoandrocymbine""",C00051830,11,C1=2C(C34C(CC(C1)([NH+](C)C3)C)=CC(C(=C4)OC)=O)=C(C(=C(C2)O[H])OC)OC,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"""O-Methylandrocymbine""",C00051839,11,C=12C(=CC(=C(C1OC)OC)OC)CCC3(C=4C2(C=C(C(C4)=O)OC)CCN3C)[H],0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"""N-Formyldemecolcine""",C00051837,11,C=12C(=CC(C(=CC1)OC)=O)C(CCC=3C2=C(C(=C(C3)OC)OC)OC)N(C)C(=O)[H],0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"""Demecolcine""",C00027138,11,C1(=C(C(C(=C2C(=C1[H])C3=C(C(C(C2(N(C([H])([H])[H])[H])[H])([H])[H])([H])[H])C(=C(C(=C3OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])=O)OC([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"""Deacetylcolchicine""",C00051832,11,C=12C(=CC(C(=CC1)OC)=O)C(CCC=3C2=C(C(=C(C3)OC)OC)OC)N([H])[H],0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"""Colchicine""",C00002327,11,C1(=C(C(=C2C(=C1[H])C(C(C(C=3C2=C(C(=C(C(C3[H])=O)OC([H])([H])[H])[H])[H])(N(C(=O)C([H])([H])[H])[H])[H])([H])[H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"""(S)-Scoulerine""",C00026092,12,C12=C(C(N3C(C1([H])[H])(C4=C(C(C3([H])[H])([H])[H])C(=C(C(=C4[H])O[H])OC([H])([H])[H])[H])[H])([H])[H])C(=C(C(=C2[H])[H])OC([H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Cheilanthifoline""",C00026087,12,C12=C(C(N3C(C1([H])[H])(C4=C(C(C3([H])[H])([H])[H])C(=C(C(=C4[H])OC([H])([H])[H])O[H])[H])[H])([H])[H])C5=C(C(=C2[H])[H])OC(O5)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Stylopine""",C00026095,12,C12=C(C(N3C(C1([H])[H])(C4=C(C(C3([H])[H])([H])[H])C(=C5C(=C4[H])OC(O5)([H])[H])[H])[H])([H])[H])C6=C(C(=C2[H])[H])OC(O6)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Tetrahydropapaverine""",C00027154,12,C1(=C(C(=C2C(=C1[H])C(N(C(C2([H])[H])([H])[H])[H])(C(C3=C(C(=C(C(=C3[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Dihydropapaverine""",C00051999,12,C1(=C(C=C2C(=C1)CCN=C2CC3=CC(=C(C=C3)OC)OC)OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Norlaudanine""",C00051859,12,C1(=CC2=C(C=C1OC)CC[N+](C2CC3=CC(=C(C=C3)O[H])OC)([H])[H])OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Norcoclaurine""",C00034613,12,C12=C(C(C(N(C1(C(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])C(=C(C(=C2[H])O[H])O[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Norreticuline""",C00039868,12,O(C=1C(=C2C(C(N(C(C2([H])[H])([H])[H])[H])(C(C3=C(C(O[H])=C(OC([H])([H])[H])C(=C3[H])[H])[H])([H])[H])[H])=C(C1O[H])[H])[H])C([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Coclaurine""",C00025812,12,C1(=C(C(=C2C(=C1[H])C(N(C(C2([H])[H])([H])[H])[H])(C(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Tyramine""",C00001435,12,C1(=C(C(=C(C(=C1O[H])[H])[H])C(C(N([H])[H])([H])[H])([H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""4-Hydroxyphenylpyruvate;4-HPP""",C00051851,12,C=1C=C(C=CC1CC(=O)C(=O)O)O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Dopamine""",C00001408,12,C1(=C(C(=C(C(=C1O[H])[H])C(C(N([H])[H])([H])[H])([H])[H])[H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""4-Hydroxyphenylacetaldehyde;4-HPAA""",C00051850,12,C=1C=C(C=CC1CC(=O)[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+)-N-Methylcoclaurine;(+)-(S)-N-Methylcoclaurine;N-Methylcoclaurine""",C00025268,12,C1(=C(C(=C2C(=C1[H])C(N(C(C2([H])[H])([H])[H])C([H])([H])[H])(C(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-3'-Hydroxy-N-methylcoclaurine""",C00051846,12,C1(=CC=C(C=C1O)CC2C=3C(CCN2C)=CC(=C(C3)O)OC)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Berbamunine""",C00025262,12,C1(=C(C(=C2C(=C1[H])C(C(N(C2(C(C3=C(C(=C(C(=C3[H])OC4=C(C(=C(C(=C4[H])[H])C(C5(C6=C(C(C(N5C([H])([H])[H])([H])[H])([H])[H])C(=C(C(=C6[H])O[H])OC([H])([H])[H])[H])[H])([H])[H])[H])[H])O[H])[H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])O[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Reticuline""",C00001910,12,C1(=C(C(=C2C(=C1[H])C(C(N(C2(C(C3=C(C(=C(C(=C3[H])O[H])OC([H])([H])[H])[H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])O[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(R)-Reticuline""",C00051969,12,C1(=C(C=CC(=C1)CC2(N(CCC=3C2=CC(=C(C3)OC)O)C)[H])OC)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Salutaridine""",C00001916,12,C=1(C2=C(C(=C(C1OC([H])([H])[H])[H])[H])C(C3(C=4C2(C(=C(C(C4[H])=O)OC([H])([H])[H])[H])C(C(N3C([H])([H])[H])([H])[H])([H])[H])[H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Salutaridinol""",C00051862,12,C1(=C(C2=C(C=C1)CC3C=4C2(C=C(C(C4)O[H])OC)CCN3C)O)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-cis-N-Methylstylopine""",C00051847,12,C12=C(C=C3C(=C1)CC[N+]4(CC5=C(CC34[H])C=CC6=C5OCO6)C)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Tetrahydrocolumbamine""",C00025632,12,C1(=C(C(=C2C(=C1[H])C(C3(N(C2([H])[H])C(C(C4=C3C(=C(C(=C4[H])OC([H])([H])[H])O[H])[H])([H])[H])([H])[H])[H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Canadine""",C00028005,12,C1(=C(C(=C2C(=C1[H])C(C3(N(C2([H])[H])C(C(C4=C3C(=C5C(=C4[H])OC(O5)([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-cis-N-Methylcanadine;(S)-N-Methylcanadine""",C00026135,12,C1(C2=C(C(C3([N+]1(C(C(C4=C3C(=C5C(=C4[H])OC(O5)([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])C(=C(C(=C2OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-1-Hydroxy-N-methylcanadine""",C00051845,12,C12=C(C(=C3C(=C1)CC[N+]4(C3(CC5=C(C4)C(=C(C=C5)OC)OC)[H])C)O)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(13S,14R)-1,13-Dihydroxy-N-methylcanadine""",C00051843,12,C12=C(C(=C3C(=C1)CC[N+]4(C3(C(C5=C(C4)C(=C(C=C5)OC)OC)O)[H])C)O)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
